,Full Address,LatLong
557,"166 EAST 78TH STREET New York, NY 10075",
558,"521 EAST 83RD STREET New York, NY 10028",
559,"325 EAST 80 STREET New York, NY 10075",
560,"325 EAST 80TH STREET New York, NY 10075",
561,"7 EAST 74TH   STREET                      New York, NY 10021",
562,"205 EAST 78TH STREET New York, NY 10075",
563,"205 EAST 78TH   STREET New York, NY 10075",
564,"205 EAST 78 STREET New York, NY 10075",
565,"500 EAST 83RD New York, NY 10028",
566,"500 EAST 83 STREET New York, NY 10028",
567,"333 EAST 80TH STREET New York, NY 10075",
568,"345 EAST 80TH   STREET New York, NY 10075",
569,"345 EAST 80 ST                            New York, NY 10075",
570,"345 EAST 80TH STREET New York, NY 10075",
571,"531 EAST 83RD New York, NY 10028",
572,"529 EAST 83RD   STREET                    New York, NY 10028",
573,"240 EAST 79TH STREET New York, NY 10075",
574,"59 EAST 75TH ST New York, NY 10021",
575,"59 EAST 75TH STREET New York, NY 10021",
576,"221 E 78TH ST New York, NY 10075",
577,"221 EAST 78TH STREET New York, NY 10075",
578,"88 EAST END AVENUE                        New York, NY 10028",
579,"242 EAST 79TH   STREET                    New York, NY 10075",
580,"150 EAST 77TH STREET New York, NY 10075",
581,"200 EAST 78 STREET New York, NY 10075",
582,"505 EAST 82ND STREET New York, NY 10028",
583,"301 EAST 79TH ST New York, NY 10075",
584,"301 EAST 79TH STREET New York, NY 10075",
585,"330 EAST 80TH   STREET                    New York, NY 10075",
586,"330 EAST 80TH STREET New York, NY 10075",
587,"923 FIFTH AVENUE New York, NY 10021",
588,"923 5TH AVENUE                            New York, NY 10021",
589,"1540 1 AVENUE                             New York, NY 10028",
590,"170 EAST 77TH   STREET New York, NY 10075",
591,"170 EAST 77TH   STREET                    New York, NY 10075",
592,"80 EAST END AVENUE New York, NY 10028",
593,"515 EAST 82ND STREET                      New York, NY 10028",
594,"340 EAST 80TH STREET                      New York, NY 10075",
595,"340 EAST 80TH STREET New York, NY 10075",
596,"340 EAST 80TH New York, NY 10075",
597,"823 PARK AVENUE                           New York, NY 10021",
598,"261 EAST 78TH   STREET                    New York, NY 10075",
599,"1068 LEXINGTON AVENUE New York, NY 10021",
600,"74 EAST END AVENUE                        New York, NY 10028",
601,"176 EAST 77 STREET New York, NY 10075",
602,"236 EAST 78 STREET New York, NY 10075",
603,"201 EAST 77TH STREET New York, NY 10075",
604,"103 EAST 75 STREET New York, NY 10021",
605,"103 EAST 75TH   STREET                    New York, NY 10021",
606,"103 EAST 75TH STREET New York, NY 10021",
607,"325 EAST 79TH   STREET New York, NY 10075",
608,"325 EAST 79TH STREET New York, NY 10075",
609,"415 EAST 80 STREET New York, NY 10075",
610,"415 E 80TH STREET New York, NY 10075",
611,"525 E 82ND STREET New York, NY 10028",
612,"308 EAST 79 ST New York, NY 10075",
613,"205 EAST 77TH ST New York, NY 10075",
614,"205 EAST 77TH STREET New York, NY 10075",
615,"155 EAST 76TH STREET New York, NY 10021",
616,"205 EAST 77TH   STREET New York, NY 10075",
617,"205 EAST 77TH   STREET                    New York, NY 10075",
618,"205 E 77TH ST New York, NY 10075",
619,"205 E 77TH STREET New York, NY 10075",
620,"205 EAST 77TH New York, NY 10075",
621,"55 EAST 74TH   STREET                     New York, NY 10021",
622,"333 EAST 79 STREET New York, NY 10075",
623,"815 PARK AVENUE New York, NY 10021",
624,"516 EAST 82ND STREET New York, NY 10028",
625,"32 EAST 74TH   STREET New York, NY 10021",
626,"34 EAST 74TH STREET New York, NY 10021",
627,"322 EAST 79TH   STREET                    New York, NY 10075",
628,"912 FIFTH AVENUE New York, NY 10021",
629,"1524 1ST AVENUE New York, NY 10075",
630,"524 EAST 82ND   STREET                    New York, NY 10028",
631,"202 E 77                                  New York, NY 10075",
632,"330 EAST 79TH STREET New York, NY 10075",
633,"330 EAST 79 STREET New York, NY 10075",
634,"123 E 75TH ST New York, NY 10021",
635,"301 EAST 78TH STREET New York, NY 10075",
636,"301 E 78 ST New York, NY 10075",
637,"243 EAST 77TH STREET New York, NY 10075",
638,"910 FIFTH AVENUE New York, NY 10021",
639,"120 EAST 75TH   STREET New York, NY 10021",
640,"500 EAST 81ST STREET                      New York, NY 10028",
641,"554 EAST 82ND   STREET                    New York, NY 10028",
642,"554 EAST 82ND STREET                      New York, NY 10028",
643,"519 EAST 81ST STREET New York, NY 10028",
644,"519 EAST 81ST ST New York, NY 10028",
645,"212 EAST 77TH New York, NY 10075",
646,"212 EAST 77TH STREET New York, NY 10075",
647,"212 EAST 77TH   STREET New York, NY 10075",
648,"212-214 EAST 77TH STREET New York, NY 10075",
649,"188 EAST 76TH   STREET New York, NY 10021",
650,"188 EAST 76TH STREET New York, NY 10021",
651,"784 PARK AVENUE New York, NY 10021",
652,"157 EAST 75TH   STREET New York, NY 10021",
653,"157 EAST 75TH STREET New York, NY 10021",
654,"1 GRACIE TERRACE New York, NY 10028",
655,"1051 LEXINGTON AVENUE                     New York, NY 10021",
656,"221 EAST 76TH STREET New York, NY 10021",
657,"221 EAST 76TH ST New York, NY 10021",
658,"791 PARK AVENUE New York, NY 10021",
659,"907 5 AVENUE New York, NY 10021",
660,"520 EAST 81ST STREET New York, NY 10028",
661,"520 EAST 81ST                             New York, NY 10028",
662,"135 EAST 74TH STREET New York, NY 10021",
663,"225 EAST 76TH STREET New York, NY 10021",
664,"303 EAST 77TH STREET New York, NY 10075",
665,"40 EAST END AVENUE                        New York, NY 10028",
666,"425 EAST 79TH   STREET New York, NY 10075",
667,"4 EAST 72ND STREET New York, NY 10021",
668,"404 EAST 79TH STREET New York, NY 10075",
669,"404 EAST 79TH ST                          New York, NY 10075",
670,"31 EAST 72ND STREET New York, NY 10021",
671,"315 EAST 77TH STREET New York, NY 10075",
672,"182 EAST 75TH   STREET                    New York, NY 10021",
673,"182 EAST 75TH STREET                      New York, NY 10021",
674,"6 EAST 72ND   STREET New York, NY 10021",
675,"900 5TH AVENUE New York, NY 10021",
676,"186 EAST 75TH STREET New York, NY 10021",
677,"188 EAST 75TH STREET New York, NY 10021",
678,"785 PARK AVENUE New York, NY 10021",
679,"348 EAST 78TH STREET New York, NY 10075",
680,"770 PARK AVENUE New York, NY 10021",
681,"157 EAST 74TH STREET                      New York, NY 10021",
682,"157 EAST 74TH STREET New York, NY 10021",
683,"241 EAST 76TH ST New York, NY 10075",
684,"241 E 76TH STREET New York, NY 10075",
685,"241 E 76 ST New York, NY 10075",
686,"510 EAST 80TH STREET New York, NY 10075",
687,"510 EAST 80TH   STREET                    New York, NY 10075",
688,"1496 1 AVENUE New York, NY 10075",
689,"1491 1 AVENUE New York, NY 10075",
690,"399 EAST 78TH STREET New York, NY 10075",
691,"525 EAST 80TH   STREET                    New York, NY 10075",
692,"57 EAST 72ND   STREET New York, NY 10021",
693,"440 EAST 79TH ST New York, NY 10075",
694,"440 EAST 79 STREET New York, NY 10075",
695,"1485 1 AVENUE New York, NY 10075",
696,"501 EAST 79 STREET New York, NY 10075",
697,"501 EAST 79TH ST. New York, NY 10075",
698,"501 E 79TH STREET New York, NY 10075",
699,"501 EAST 79TH STREET New York, NY 10075",
700,"345 EAST 77TH ST New York, NY 10075",
701,"324 EAST 77TH   STREET                    New York, NY 10075",
702,"415 EAST 78TH   STREET                    New York, NY 10075",
703,"240 EAST 76 STREET New York, NY 10021",
704,"240 E 76TH STREET New York, NY 10021",
705,"240 EAST 76TH ST New York, NY 10021",
706,"419 EAST 78TH STREET New York, NY 10075",
707,"175 EAST 74TH STREET New York, NY 10021",
708,"775 PARK AVENUE New York, NY 10021",
709,"505 EAST 79TH   STREET New York, NY 10075",
710,"1479 1 AVENUE                             New York, NY 10075",
711,"50 EAST 72ND STREET                       New York, NY 10021",
712,"343 EAST 76TH STREET                      New York, NY 10021",
713,"888 FIFTH AVENUE New York, NY 10021",
714,"515 EAST 79 STREET New York, NY 10075",
715,"175 EAST 73RD   STREET New York, NY 10021",
716,"442 EAST 78TH   STREET New York, NY 10075",
717,"207 E. 74TH STREET New York, NY 10021",
718,"504 EAST 79TH   STREET New York, NY 10075",
719,"200 EAST 74TH STREET New York, NY 10021",
720,"1472 YORK AVENUE New York, NY 10075",
721,"740 PARK AVE New York, NY 10021",
722,"214 EAST 74TH   STREET                    New York, NY 10021",
723,"1461 1 AVENUE New York, NY 10075",
724,"400 EAST 77TH STREET New York, NY 10075",
725,"400 EAST 77 ST New York, NY 10075",
726,"225 E. 74TH STREET New York, NY 10021",
727,"880 5TH AVENUE New York, NY 10021",
728,"880 5 AVENUE New York, NY 10021",
729,"880 FIFTH AVENUE New York, NY 10021",
730,"181 EAST 73RD STREET New York, NY 10021",
731,"181 EAST 73 STREET New York, NY 10021",
732,"114 EAST 72ND STREET New York, NY 10021",
733,"435 E. 77TH ST. New York, NY 10075",
734,"435 EAST 77TH STREET New York, NY 10075",
735,"311 EAST 75 STREET New York, NY 10021",
736,"10 EAST 70TH STREET New York, NY 10021",
737,"126 EAST 72ND   STREET                    New York, NY 10021",
738,"33 EAST 70TH STREET New York, NY 10021",
739,"33 EAST 70TH   STREET New York, NY 10021",
740,"730 PARK AVENUE New York, NY 10021",
741,"370 EAST 76TH STREET New York, NY 10021",
742,"370 EAST 76TH STRET New York, NY 10021",
743,"370 E. 76 ST New York, NY 10021",
744,"255 EAST 74TH STREET                      New York, NY 10021",
745,"424 EAST 77TH STREET New York, NY 10075",
746,"524 EAST 79TH   STREET                    New York, NY 10075",
747,"140 E 72ND STREET New York, NY 10021",
748,"737 PARK AVENUE New York, NY 10021",
749,"41 EAST 70TH   STREET                     New York, NY 10021",
750,"430 EAST 77 STREET New York, NY 10075",
751,"165 EAST 72ND STREET New York, NY 10021",
752,"157 EAST 72ND STREET                      New York, NY 10021",
753,"875 FIFTH AVENUE New York, NY 10065",
754,"215 EAST 73RD STREET New York, NY 10021",
755,"720 PARK AVENUE New York, NY 10021",
756,"15 E 69 New York, NY 10021",
757,"15 EAST 69TH STREET New York, NY 10021",
758,"516 EAST 78TH   STREET New York, NY 10075",
759,"225 EAST 73RD STREET New York, NY 10021",
760,"225 EAST 73RD ST New York, NY 10021",
761,"872 FIFTH AVENUE New York, NY 10065",
762,"508 EAST 78 STREET New York, NY 10075",
763,"508 EAST 78TH STREET New York, NY 10075",
764,"135 E 71ST STREET New York, NY 10021",
765,"993 LEXINGTON AVENUE New York, NY 10021",
766,"235 EAST 73RD STREET New York, NY 10021",
767,"315 EAST 74 STREET New York, NY 10021",
768,"870 5 AVENUE New York, NY 10065",
769,"317 EAST 74TH STREET New York, NY 10021",
770,"300 EAST 74 ST New York, NY 10021",
771,"210 EAST 73RD ST New York, NY 10021",
772,"210 EAST 73RD STREET New York, NY 10021",
773,"1251 3 AVENUE New York, NY 10021",
774,"435 EAST 76TH STREET                      New York, NY 10021",
775,"517 EAST 77TH New York, NY 10075",
776,"517 EAST 77 STREET New York, NY 10075",
777,"509 EAST 77 STREET New York, NY 10075",
778,"509 E. 77TH STREET New York, NY 10075",
779,"239 EAST 73RD STREET New York, NY 10021",
780,"330 EAST 75TH STREET New York, NY 10021",
781,"215 EAST 72ND STREET New York, NY 10021",
782,"167 EAST 71ST STREET                      New York, NY 10021",
783,"205 E 72 ST New York, NY 10021",
784,"230 EAST 73RD STREET New York, NY 10021",
785,"343 EAST 74TH STREET New York, NY 10021",
786,"700 PARK AVENUE New York, NY 10021",
787,"715 PARK AVENUE New York, NY 10021",
788,"36 EAST 69                                New York, NY 10021",
789,"36 EAST 69TH STREET New York, NY 10021",
790,"6 EAST 68TH STREET New York, NY 10065",
791,"404 EAST 75TH   STREET                    New York, NY 10021",
792,"340 EAST 74TH   STREET New York, NY 10021",
793,"340 EAST 74TH STREET New York, NY 10021",
794,"245 EAST 72ND  STREET New York, NY 10021",
795,"48 EAST 69TH   STREET New York, NY 10021",
796,"857 FIFTH AVENUE New York, NY 10065",
797,"35 EAST 68TH STREET New York, NY 10065",
798,"20 EAST 68TH STREET New York, NY 10065",
799,"172 EAST 71ST STREET                      New York, NY 10021",
800,"155 E 70 STREET New York, NY 10021",
801,"401 EAST 74TH STREET New York, NY 10021",
802,"401 EAST 74TH   STREET New York, NY 10021",
803,"1231 3 AVENUE                             New York, NY 10021",
804,"304 EAST 73RD STREET New York, NY 10021",
805,"136 EAST 70 STREET New York, NY 10021",
806,"176 EAST 71ST STREET New York, NY 10021",
807,"1420 YORK AVENUE                          New York, NY 10021",
808,"1420 YORK AVENUE New York, NY 10021",
809,"345 EAST 73RD   STREET New York, NY 10021",
810,"345 E 73 STREET New York, NY 10021",
811,"345 E. 73RD STREET New York, NY 10021",
812,"1218 3 AVENUE                             New York, NY 10021",
813,"684 PARK AVENUE                           New York, NY 10065",
814,"417 EAST 74TH STREET                      New York, NY 10021",
815,"1382 FIRST AVENUE                         New York, NY 10021",
816,"1416 YORK AVENUE                          New York, NY 10021",
817,"520 EAST 76TH   STREET                    New York, NY 10021",
818,"520 EAST 76TH STREET New York, NY 10021",
819,"129 EAST 69TH STREET New York, NY 10021",
820,"955 LEXINGTON AVENUE New York, NY 10021",
821,"315 EAST 72ND STREET New York, NY 10021",
822,"444 EAST 75TH STREET New York, NY 10021",
823,"444 E 75TH ST New York, NY 10021",
824,"160 EAST 70TH   STREET New York, NY 10021",
825,"511 EAST 75TH   STREET                    New York, NY 10021",
826,"249 EAST 71ST   STREET New York, NY 10021",
827,"1372 1 AVENUE                             New York, NY 10021",
828,"174 EAST 70TH   STREET New York, NY 10021",
829,"1 EAST 66TH New York, NY 10065",
830,"1 EAST 66 STREET New York, NY 10065",
831,"325 EAST 72 STREET New York, NY 10021",
832,"530 EAST 76TH STREET New York, NY 10021",
833,"530 EAST 76TH   STREET New York, NY 10021",
834,"39 EAST 67TH STREET                       New York, NY 10065",
835,"131 EAST 69TH STREET New York, NY 10021",
836,"482 EAST 74TH STREET New York, NY 10021",
837,"188 EAST 70TH   STREET                    New York, NY 10021",
838,"484 EAST 74TH   STREET                    New York, NY 10021",
839,"1359 1 AVENUE                             New York, NY 10021",
840,"147 EAST 69TH   STREET                    New York, NY 10021",
841,"47 EAST 67TH STREET New York, NY 10065",
842,"1355 ONE AVENUE                           New York, NY 10021",
843,"353 EAST 72ND   STREET New York, NY 10021",
844,"353 EAST 72 STREET New York, NY 10021",
845,"320 EAST 72ND   STREET New York, NY 10021",
846,"230 EAST 71ST STREET New York, NY 10021",
847,"53 EAST 67TH   STREET                     New York, NY 10065",
848,"660 PARK AVENUE New York, NY 10065",
849,"21 EAST 66TH STREET                       New York, NY 10065",
850,"21 EAST 66TH STREET New York, NY 10065",
851,"402 EAST 73RD STREET                      New York, NY 10021",
852,"1347 1 AVENUE                             New York, NY 10021",
853,"44 EAST 67TH STREET                       New York, NY 10065",
854,"340 EAST 72ND STREET New York, NY 10021",
855,"116 EAST 68 STREET New York, NY 10065",
856,"350 EAST 72ND   STREET New York, NY 10021",
857,"410 EAST 73RD STREET New York, NY 10021",
858,"212 EAST 70TH   STREET                    New York, NY 10021",
859,"53 EAST 66TH STREET New York, NY 10065",
860,"650 PARK AVENUE New York, NY 10065",
861,"321 EAST 71ST STREET New York, NY 10021",
862,"321 EAST 71ST   STREET New York, NY 10021",
863,"399 EAST 72ND STREET New York, NY 10021",
864,"300 EAST 71ST STREET New York, NY 10021",
865,"300 EAST 71ST ST New York, NY 10021",
866,"300 E 71ST STREET New York, NY 10021",
867,"300 EAST 71ST   STREET New York, NY 10021",
868,"150 EAST 69TH ST New York, NY 10065",
869,"150 EAST 69TH STREET New York, NY 10065",
870,"150 EAST 69TH New York, NY 10065",
871,"1344 1 AVENUE New York, NY 10021",
872,"233 EAST 70TH STREET New York, NY 10021",
873,"115 EAST 67TH STREET New York, NY 10065",
874,"834 FIFTH AVENUE New York, NY 10065",
875,"1325 1 AVENUE New York, NY 10021",
876,"522 EAST 74TH   STREET                    New York, NY 10021",
877,"200 E. 69 ST                              New York, NY 10021",
878,"54 EAST 66TH STREET New York, NY 10065",
879,"307 EAST 70TH   STREET                    New York, NY 10021",
880,"20 EAST 65TH STREET New York, NY 10065",
881,"315 EAST 70 STREET                        New York, NY 10021",
882,"420 EAST 72 ST New York, NY 10021",
883,"420 EAST 72ND STREET New York, NY 10021",
884,"1160 THIRD AVE. New York, NY 10065",
885,"1160 3RD AVE New York, NY 10065",
886,"1156 3 AVENUE New York, NY 10065",
887,"205 EAST 68TH   STREET New York, NY 10065",
888,"310 EAST 70 STREET New York, NY 10021",
889,"310 E. 70TH STREET New York, NY 10021",
890,"310 EAST 70TH STREET New York, NY 10021",
